"Root","Project","Docs","Bytes","PRD","Roadmap","Finance","Design","Architecture","LegalRisk","Recent","KeyDocs","HeadingSample"
"Voyager","19_VitalIA","13","5534","1","3","0","5","5","1","2026-03-27 18:34","02_App IOS y android\19_VitalIA\Documentacion para la IA\_meta\questions-log.md | 02_App IOS y android\19_VitalIA\Documentacion para la IA\19_VitalIA.md | 02_App IOS y android\19_VitalIA\Documentacion para la IA\PROTOCOL.md | 02_App IOS y android\19_VitalIA\Documentacion para la IA\docs\PRD.md | 02_App IOS y android\19_VitalIA\Documentacion para la IA\docs\DESIGN_SPEC.md | 02_App IOS y android\19_VitalIA\Documentacion para la IA\_meta\owner.md | 02_App IOS y android\19_VitalIA\Documentacion para la IA\docs\ROADMAP.md | 02_App IOS y android\19_VitalIA\Documentacion para la IA\CLAUDE.md","CLAUDE.md - Entry Point para Claude Code || Proyecto: VitalIA || Estado: Todos DRAFT || CHANGELOG - VitalIA || [Unreleased] - 2026-03-27 || Added || Technical Debt || PROTOCOL.md - Protocolo Maestro de Desarrollo de Software || SECCION G - RESTRICCIONES ABSOLUTAS (Total: 15 reglas activas) || SECCION H - OBLIGACIONES ACTIVAS (Total: 15 reglas activas) || Questions Log - VitalIA || Categoria: Proposito || Categoria: Usuarios || Categoria: Tecnico || Categoria: Datos y Seguridad || Categoria: Escala || Categoria: Calidad || Owner del Proyecto"
"Voyager","20_slap-faast","55","429566","7","24","2","51","43","5","2026-03-27 18:33","01_software\20_slap-faast\slap!fast\Propuesta_ IA Local con Ollama para Slap!Faast v2.0.md | 01_software\20_slap-faast\slap!fast\Documentación Técnica - Slap!Faast v1.0.md | 01_software\20_slap-faast\slap!fast\Manual de Usuario - Slap!Faast v1.0.md | 01_software\20_slap-faast\slap!fast\Slap!Faast - Documento de Arquitectura Técnica.md | 01_software\20_slap-faast\slap!fast\PROPUESTA_IA_INTEGRATION.md | 01_software\20_slap-faast\slap!fast\Informe Final de Desarrollo - Slap!Faast v1.0.md | 01_software\20_slap-faast\slap!fast\¿Qué Falta_ - Análisis Final para Visión Tony Stark.md | 01_software\20_slap-faast\slap!fast\🚀 GUÍA DE INSTALACIÓN COMPLETA - SLAP!FAAST v2.0 TONY STARK EDITION.md","⚡ Slap!Faast - Motor de Ejecución Hyper-Voz || 🌟 Visión General || 📐 Componentes del Repositorio || 🚀 Proyección || CHANGELOG - Slap!Faast || [Unreleased] - 2026-03-27 || Added || Technical Debt || CLAUDE.md - Entry Point para Claude Code || Proyecto: Slap!Faast || Estado de Documentacion || PROTOCOL.md - Protocolo Maestro de Desarrollo de Software || SECCION G - RESTRICCIONES ABSOLUTAS (Total: 15 reglas activas) || SECCION H - OBLIGACIONES ACTIVAS (Total: 15 reglas activas) || ROADMAP - Slap!Faast || FASE 1 - Fundamentos || TASK-1.1.1 - Configuracion del entorno de desarrollo || TASK-1.2.1 - Implementacion de funcionalidad core || FASE 2 - Integracion || TASK-2.1.1 - Integracion con ecosistema Voyager || Ultima Sesion || STATUS"
"Voyager","20_Volt-IA","15","9280","1","4","1","8","6","0","2026-03-27 18:34","02_App IOS y android\20_Volt-IA\Documentacion para la IA\20_Volt-IA.md | 02_App IOS y android\20_Volt-IA\Documentacion para la IA\_meta\questions-log.md | 02_App IOS y android\20_Volt-IA\Documentacion para la IA\PROTOCOL.md | 02_App IOS y android\20_Volt-IA\README.md | 02_App IOS y android\20_Volt-IA\🦊-voltia\README.md | 02_App IOS y android\20_Volt-IA\Documentacion para la IA\docs\PRD.md | 02_App IOS y android\20_Volt-IA\Documentacion para la IA\docs\DESIGN_SPEC.md | 02_App IOS y android\20_Volt-IA\Documentacion para la IA\_meta\owner.md","Run and deploy your AI Studio app || Run Locally || CHANGELOG - Volt-IA || [Unreleased] - 2026-03-27 || Added || Technical Debt || Owner del Proyecto || Questions Log - Volt-IA || Categoria: Proposito || Categoria: Usuarios || Categoria: Tecnico || Categoria: Datos y Seguridad || Categoria: Escala || Categoria: Calidad || CLAUDE.md - Entry Point para Claude Code || Proyecto: Volt-IA || Estado: Todos DRAFT"
"Voyager","21_switch_click_swiss","14","43273","3","4","1","14","13","1","2026-05-06 22:55","01_software\21_switch_click_swiss\Master dev click switch swiss\docs\RESUMEN_PROYECTO_SWITCH_CLICK_SWISS.md | 01_software\21_switch_click_swiss\Master dev click switch swiss\docs\architecture.md | 01_software\21_switch_click_swiss\Master dev click switch swiss\docs\REVISION_DOCUMENTOS_DEFINITIVOS.md | 01_software\21_switch_click_swiss\Master dev click switch swiss\docs\22_Switch click swiss.md | 01_software\21_switch_click_swiss\Master dev click switch swiss\docs\IPC_CONTRACT_MVP.md | 01_software\21_switch_click_swiss\Master dev click switch swiss\SMOKE_TEST.md | 01_software\21_switch_click_swiss\Master dev click switch swiss\docs\PLAN_ESTRATEGICO_VOYAGER_2026.md | 01_software\21_switch_click_swiss\Master dev click switch swiss\docs\interfaz_gestos.md","Smoke Test — Switch Click Swiss (MVP) || 0) Modo seguro (recomendado) || 1) Arrancar el service (tray + hook + IPC) || 2) Verificar Named Pipe || 3) Arrancar la UI (Tauri) || 4) Validaciones funcionales (sin tocar el sistema) || 5) Verificar Autostart (Startup Shortcut) || Troubleshooting rápido || Switch Click Swiss || Estructura || Quick start (desarrollo) || Service || UI || IPC (ejemplos) || Tauri + React + Typescript || Recommended IDE Setup || MSIX Packaging scaffold || Qué falta para que genere MSIX real || Build inputs (pipeline local sugerido) || Script de release recomendado || QA Validation MVP || Resultado general || Verificaciones automáticas completadas (corrida actual) || Evidencia observada || Bloqueo actual || Pendientes para marcar PASS final"
"Voyager","22_traductor_en_tiempo_real","12","7664","4","4","0","9","6","0","2026-03-27 18:33","01_software\22_traductor_en_tiempo_real\Documentacion para la IA\_meta\questions-log.md | 01_software\22_traductor_en_tiempo_real\Documentacion para la IA\PROTOCOL.md | 01_software\22_traductor_en_tiempo_real\Documentacion para la IA\docs\PRD.md | 01_software\22_traductor_en_tiempo_real\Documentacion para la IA\docs\ROADMAP.md | 01_software\22_traductor_en_tiempo_real\Documentacion para la IA\CLAUDE.md | 01_software\22_traductor_en_tiempo_real\Documentacion para la IA\docs\TDD.md | 01_software\22_traductor_en_tiempo_real\Documentacion para la IA\docs\DESIGN_SPEC.md | 01_software\22_traductor_en_tiempo_real\Documentacion para la IA\docs\GLOSSARY.md","CLAUDE.md - Entry Point para Claude Code || Proyecto: Traductor Tiempo Real || Estado de Documentacion || PROTOCOL.md - Protocolo Maestro de Desarrollo de Software || SECCION G - RESTRICCIONES ABSOLUTAS (Total: 15 reglas activas) || SECCION H - OBLIGACIONES ACTIVAS (Total: 15 reglas activas) || CHANGELOG - Traductor Tiempo Real || [Unreleased] - 2026-03-27 || Added || Technical Debt || ROADMAP - Traductor Tiempo Real || FASE 1 - Fundamentos || TASK-1.1.1 - Configuracion del entorno de desarrollo || TASK-1.2.1 - Implementacion de funcionalidad core || FASE 2 - Integracion || TASK-2.1.1 - Integracion con ecosistema Voyager || Ultima Sesion || STATUS || GLOSSARY - Traductor Tiempo Real || Terminos del Producto || Convenciones de Naming || STATUS"
"Voyager","23_Transfiria","14","8865","4","5","0","10","5","0","2026-03-27 18:33","01_software\23_Transfiria\Documentacion para la IA\_meta\questions-log.md | 01_software\23_Transfiria\Documentacion para la IA\23_transfiria.md | 01_software\23_Transfiria\Documentacion para la IA\PROTOCOL.md | 01_software\23_Transfiria\Documentacion para la IA\docs\ROADMAP.md | 01_software\23_Transfiria\Documentacion para la IA\docs\PRD.md | 01_software\23_Transfiria\Documentacion para la IA\CLAUDE.md | 01_software\23_Transfiria\Documentacion para la IA\docs\DESIGN_SPEC.md | 01_software\23_Transfiria\Documentacion para la IA\docs\TDD.md","PROTOCOL.md - Protocolo Maestro de Desarrollo de Software || SECCION G - RESTRICCIONES ABSOLUTAS (Total: 15 reglas activas) || SECCION H - OBLIGACIONES ACTIVAS (Total: 15 reglas activas) || CLAUDE.md - Entry Point para Claude Code || Proyecto: Transfiria || Estado de Documentacion || Owner del Proyecto || Questions Log - Transfiria || Categoria: Proposito || Categoria: Usuarios || Categoria: Tecnico || Categoria: Datos y Seguridad || Categoria: Escala y Entornos || Categoria: Calidad y Criterios || Supuestos Activos || TEST_PLAN - Transfiria || Casos de Prueba || TP-1.1: Funcionalidad Core || Criterios de Fallo || STATUS"
"Voyager","24_Visual_Ia_Suite","27","254600","9","11","3","25","18","4","2026-03-27 18:33","01_software\24_Visual_Ia_Suite\24_visualia.md | 01_software\24_Visual_Ia_Suite\BASE DE DATOS\Paquete_Codigo_Base_VisualAI_ModelSuite.md | 01_software\24_Visual_Ia_Suite\BASE DE DATOS\Guia_Master_VisualAI_Ejecutable.md | 01_software\24_Visual_Ia_Suite\BASE DE DATOS\Guia_Practica_Implementacion_VisualAI_ModelSuite.md | 01_software\24_Visual_Ia_Suite\BASE DE DATOS\Templates_Interfaz_Visual_VisualAI_ModelSuite.md | 01_software\24_Visual_Ia_Suite\BASE DE DATOS\Documento_Tecnico_VisualAI_ModelSuite.md | 01_software\24_Visual_Ia_Suite\22-20-32-Retrato_digital_ultra_realista.md | 01_software\24_Visual_Ia_Suite\BASE DE DATOS\Manual_Usuario_Final_VisualAI_ModelSuite.md","Run and deploy your AI Studio app || Run Locally || Guía Master: VisualAI_ModelSuite - De Concepto a Ejecutable || Manual Definitivo para Crear el Sistema Completo y Generar el .EXE Final || **Introducción General** || **PARTE I: VISIÓN GENERAL DEL PROYECTO** || **PARTE II: PREPARACIÓN COMPLETA DEL ENTORNO** || **PARTE III: DESARROLLO PASO A PASO** || Documento Técnico: VisualAI_ModelSuite - Sistema de Generación de Imágenes Hiperrealistas con IA || 1. Resumen Ejecutivo || Objetivos Principales || Beneficios Clave del Sistema || 2. Arquitectura del Sistema || Visión General Técnica || Componentes Principales || Pipeline de Procesamiento (4 Fases) || Informe Ejecutivo: VisualAI_ModelSuite || Sistema de Generación de Imágenes Hiperrealistas con IA || 1. Resumen Ejecutivo || 2. Problema y Oportunidad || 3. Solución Propuesta || 4. Características Principales || 5. Modelo de Implementación || 6. Requerimientos Técnicos || Paquete de Código Base y Templates: VisualAI_ModelSuite || Archivos de Código Inicial y Configuración Completa || **Introducción General** || **PARTE I: CÓDIGO PYTHON BASE** || **1. Archivo Principal (`app.py`)** || app.py || Punto de entrada principal para la aplicación VisualAI_ModelSuite. || --- Carga de Módulos del Proyecto ---"
"Voyager","25_voyager_files","32","623167","4","15","0","29","22","4","2026-03-27 18:33","01_software\25_voyager_files\ethyria_manual_completo_desarrollo.md | 01_software\25_voyager_files\💻 Voyager Files\ethyria_manual_completo_desarrollo.md | 01_software\25_voyager_files\💻 Voyager Files\Documentación Detallada de Ventanas - Voyager Files.md | 01_software\25_voyager_files\Documentación Detallada de Ventanas - Voyager Files.md | 01_software\25_voyager_files\reporte_final_explorador_archivos_ia.md | 01_software\25_voyager_files\itagme\especificacion_tecnica_itagme.md | 01_software\25_voyager_files\docs\explorador_archivos_prompt_nerd_lat.md | 01_software\25_voyager_files\docs\explorador_modular_completo.md","INVESTIGACIÓN: Mejoras para el Explorador de Archivos de Windows 11 || Objetivo: Definir especificaciones completas para un explorador de archivos con IA integrada (Ethyria), organizando todas las características en módulos funcionales específicos para optimizar la eficiencia y productividad del usuario. || STEPs: || Entregable: Especificación técnica completa del explorador de archivos con IA, organizada en 9 módulos funcionales con características detalladas, tecnologías, y arquitectura de implementación. || Reporte Final: Rediseño del Explorador de Archivos con IA Integrada (Proyecto Ethyria) || 1. Resumen Ejecutivo || 2. Análisis de Deficiencias del Sistema Actual (Explorador de Windows 11) || 2.1. Problemas de Rendimiento y Estabilidad || 2.2. Deficiencias de Usabilidad y Diseño Cognitivo || 2.3. Limitaciones Arquitectónicas y Funcionales || 3. Fundamentos Teóricos y Justificación (HCI) || 4. Especificación Técnica Modular || INVESTIGACIÓN: Mejoras para el Explorador de Archivos de Windows 11 || Objetivo: Definir especificaciones completas para un explorador de archivos con IA integrada (Ethyria), organizando todas las características en módulos funcionales específicos para optimizar la eficiencia y productividad del usuario. || STEPs: || Entregable: Especificación técnica completa del explorador de archivos con IA, organizada en 9 módulos funcionales con características detalladas, tecnologías, y arquitectura de implementación. || Documentación General del Proyecto Voyager Files y Ethyria || 1. Descripción General del Proyecto || Voyager Files || Ethyria: La IA Emocional Evolutiva || 2. Funciones Principales de Voyager Files || 3. Características de la IA Ethyria (Integrada en Voyager Files) || 4. Tecnología y Optimización de Voyager Files || 5. Características Fundamentales de Ethyria || Manual Completo de Desarrollo: Proyecto Ethyria || Guía Integral desde Documentación hasta Implementación Final || 📋 Tabla de Contenidos || 🎯 Introducción y Concepto || El Proyecto Ethyria: Una IA Emocional Evolutiva || Características Fundamentales || 🛠 Preparación del Entorno || Requisitos del Sistema"
"Voyager","26_Windows_A","16","37186","5","6","0","13","6","0","2026-03-27 18:33","01_software\26_Windows_A\27_Windows 13 Voyager.md | 01_software\26_Windows_A\26_windows_.md | 01_software\26_Windows_A\Documentacion para la IA\_meta\questions-log.md | 01_software\26_Windows_A\Documentacion para la IA\PROTOCOL.md | 01_software\26_Windows_A\Documentacion para la IA\docs\ROADMAP.md | 01_software\26_Windows_A\Documentacion para la IA\docs\PRD.md | 01_software\26_Windows_A\desarrollo windows 12 voyager\README.md | 01_software\26_Windows_A\logo voyager desarrollo\README.md","Run and deploy your AI Studio app || Run Locally || 🖥️ Windows 12 Voyager - La Shell de Nueva Generación || 🌟 Visión de Producto: El Sistema Operativo Líquido || 🛠️ Arquitectura de Shell (Voyager Frame) || 🧠 EthyrIA: El Cerebro Semántico || ✨ Estética y Branding (VoyagerOS Identity) || 📈 Propuesta de Valor: Computación sin Fricción || 🚀 Hoja de Roadmap: Hacia el GA (General Availability) || 🏁 Conclusión || Run and deploy your AI Studio app || Run Locally || CHANGELOG - Windows A || [Unreleased] - 2026-03-27 || Added || Technical Debt || PROTOCOL.md - Protocolo Maestro de Desarrollo de Software || SECCION G - RESTRICCIONES ABSOLUTAS (Total: 15 reglas activas) || SECCION H - OBLIGACIONES ACTIVAS (Total: 15 reglas activas)"
"Voyager","27_WitchTricIA","13","10078","4","5","0","10","7","0","2026-03-27 18:33","01_software\27_WitchTricIA\Documentacion para la IA\27_witchtricia.md | 01_software\27_WitchTricIA\Documentacion para la IA\_meta\questions-log.md | 01_software\27_WitchTricIA\Documentacion para la IA\PROTOCOL.md | 01_software\27_WitchTricIA\Documentacion para la IA\docs\PRD.md | 01_software\27_WitchTricIA\Documentacion para la IA\docs\ROADMAP.md | 01_software\27_WitchTricIA\Documentacion para la IA\CLAUDE.md | 01_software\27_WitchTricIA\Documentacion para la IA\docs\DESIGN_SPEC.md | 01_software\27_WitchTricIA\Documentacion para la IA\docs\TDD.md","CLAUDE.md - Entry Point para Claude Code || Proyecto: WitchTricIA || Estado de Documentacion || CHANGELOG - WitchTricIA || [Unreleased] - 2026-03-27 || Added || Technical Debt || PROTOCOL.md - Protocolo Maestro de Desarrollo de Software || SECCION G - RESTRICCIONES ABSOLUTAS (Total: 15 reglas activas) || SECCION H - OBLIGACIONES ACTIVAS (Total: 15 reglas activas) || TDD - WitchTricIA || 1. Stack Tecnologico || 2. Arquitectura || 3. Integraciones || 4. Requisitos No Funcionales || STATUS || PRD - WitchTricIA || 1. Resumen Ejecutivo || 2. El Problema || 3. La Solucion || 4. Usuarios Objetivo || 5. Stack Tecnologico || 6. Criterios de Exito || STATUS"
"Voyager","28_Lotto di Pasta.md","1","1168","1","1","0","1","0","0","2026-03-22 02:08","08_Gastronomia\28_Lotto di Pasta.md","🍝 Lotto di Pasta - Concepto Fotográfico/Lúdico || 🌟 Visión General || 📐 Exploración Visual y de Mercado || 🚀 Hoja de Ruta"
"Voyager","60_FAAST","85","1535483","6","47","1","81","61","14","2026-03-27 20:17","01_software\60_FAAST\Slap!FaastV1\documentacion\16-22-40-Control_Kinect_con_gestos.md | 01_software\60_FAAST\Slap!FaastV1\documentacion\documentacion_tecnica_slapfaast (3).md | 01_software\60_FAAST\Slap!FaastV1\documentacion\documentacion_tecnica_slapfaast (1).md | 01_software\60_FAAST\Slap!FaastV1\documentacion\documentacion_tecnica_slapfaast.md | 01_software\60_FAAST\Slap!FaastV1\documentacion\documentacion_tecnica_slapfaast (2).md | 01_software\60_FAAST\Slap!FaastV1\documentacion\17-9-33-Plantilla_para_desarrollo_r_pido.md | 01_software\60_FAAST\Slap!FaastV1\PROTOCOLO_MAESTRO_V3.md | 01_software\60_FAAST\Slap!FaastV1\documentacion\diseno_interfaz_usuario (3).md","PROTOCOL.md - Protocolo Maestro de Desarrollo de Software || SECCION G - RESTRICCIONES ABSOLUTAS (Total: 15 reglas activas) || SECCION H - OBLIGACIONES ACTIVAS (Total: 15 reglas activas) || CHANGELOG - FAAST || [Unreleased] - 2026-03-27 || Added || Technical Debt || CLAUDE.md - Entry Point para Claude Code || Proyecto: FAAST || Estado de Documentacion || Owner del Proyecto || Questions Log - FAAST || Categoria: Proposito || Categoria: Usuarios || Categoria: Tecnico || Categoria: Datos y Seguridad || Categoria: Escala y Entornos || Categoria: Calidad y Criterios || Supuestos Activos"
"Voyager","ANALISIS_HABILIDADES_PROFESIONALES.md","1","17240","1","1","1","1","1","1","2026-03-28 03:37","01_software\ANALISIS_HABILIDADES_PROFESIONALES.md","ANÁLISIS DE HABILIDADES PROFESIONALES || Extraído del Portafolio Voyager (84 proyectos) || NOTA CRÍTICA DE HONESTIDAD SOBRE ESTE ANÁLISIS || SECCIÓN 1: LO QUE DANIEL REALMENTE SABE HACER || 1.1 — DETECCIÓN DE ÁREAS DE OPORTUNIDAD || Ejemplos concretos de oportunidades que identificó: || ¿Por qué esto importa para un empleador? || 1.2 — CONCEPTUALIZACIÓN Y VISIÓN DE PRODUCTO"
"Voyager","casino","4","132090","1","1","0","4","4","0","2026-04-14 05:40","05_videojuegos\casino\DOC01_AI_STUDIO_PRD.md | 05_videojuegos\casino\DOC03_BACKEND_SPEC.md | 05_videojuegos\casino\DOC02_FRONTEND_SPEC.md | 05_videojuegos\casino\DOC04_ANTIGRAVITY_PROTOCOL.md","DOC-03 · ESPECIFICACIÓN DE BACKEND Y LÓGICA DE NEGOCIO || La Tumba de Neón — Motor Matemático, API y Persistencia || Server-side Architecture para Next.js 14 App Router || ÍNDICE || SECCIÓN 1 · ARQUITECTURA DE CAPAS || 1.1 Por qué el motor es client-side || 1.2 Qué vive en el servidor || SECCIÓN 2 · MOTOR MATEMÁTICO COMPLETO || DOC-02 · ESPECIFICACIÓN DE FRONTEND || La Tumba de Neón — Sistema de Diseño y Componentes || Guía de Implementación Visual para Next.js + Tailwind + CSS Modules || ÍNDICE || SECCIÓN 1 · SISTEMA DE DISEÑO (DESIGN TOKENS) || 1.1 Paleta Completa || 1.2 Gradientes Reutilizables || SECCIÓN 2 · TAILWIND CONFIG EXTENDIDO || DOC-01 · PRD MAESTRO PARA GOOGLE AI STUDIO || La Tumba de Neón — Casino Egipcio en Next.js 14 || Instrucciones de Generación de Código para Agente de IA || ÍNDICE || SECCIÓN 1 · CONTEXTO DEL PROYECTO || SECCIÓN 2 · STACK TECNOLÓGICO DEFINITIVO || SECCIÓN 3 · ÁRBOL DE ARCHIVOS COMPLETO || SECCIÓN 4 · ANTI-PATTERNS ESPECÍFICOS DE IA || DOC-04 · PROTOCOLO ANTIGRAVITY || La Tumba de Neón — Handoff y Migración desde Google AI Studio || Instrucciones para el Agente Antigravity (Google Antigravity / Gemini 2.0 Flash) || ÍNDICE || SECCIÓN 1 · CONTEXTO DE MIGRACIÓN || 1.1 ¿Por qué migramos de AI Studio a Antigravity? || 1.2 Estado esperado al llegar a Antigravity || SECCIÓN 2 · LO QUE VIENE DE AI STUDIO (ENTREGABLES ESPERADOS)"
"Voyager","RADIOGRAFIA_PROYECTOS_ACTIVOS.md","1","24965","0","0","0","1","1","0","2026-03-28 03:09","01_software\RADIOGRAFIA_PROYECTOS_ACTIVOS.md","RADIOGRAFÍA DE DESARROLLO REAL — PROYECTOS ACTIVOS (01_software) || ÍNDICE || 15_PROYECTIA || Descripción del Concepto || Estado REAL del Código (Lo que existe HOY) || Archivos Adicionales || Score de Madurez Técnica || Stack Detectado"
"Voyager","sociedad unova","29","183649","25","13","21","28","17","15","2026-05-13 23:18","sociedad unova\RECTIFICACION_RESULTADOS_SOCIEDAD.md | sociedad unova\RESPONSABILIDADES_Y_PERFIL_FALTANTE_SOCIEDAD.md | sociedad unova\Producto\01_Software\ANALISIS_SOFTWARE_MASTER.md | sociedad unova\CONCLUSION_ESTRATEGICA_SOCIEDAD.md | sociedad unova\daniel\PERFIL_DANIEL_UNIBE.md | sociedad unova\david\PERFIL_DAVID_SANCHEZ.md | sociedad unova\Producto\01_Software\INVENTARIO_RECTIFICADO_DESARROLLOS_SOFTWARE_2026.md | sociedad unova\oliver\PERFIL_OLIVER_ARANA.md","RESPONSABILIDADES Y PERFIL FALTANTE: SOCIEDAD UNOVA || Diseno operativo para comunicacion, ejecucion y gobernanza del equipo || 1. Diagnostico central || 2. Por que falta este perfil || Daniel no debe cubrirlo || Oliver no debe cubrirlo || David no debe cubrirlo || Daniel y David viven juntos || RECTIFICACION DE RESULTADOS: SOCIEDAD UNOVA || Cruce de coherencia entre perfiles, roles, riesgos, producto y gobernanza || 1. Veredicto general rectificado || 2. Daniel: resultados confirmados y rectificados || Confirmado || Rectificacion necesaria || Riesgo real || 3. Oliver: resultados confirmados y rectificados || 💰 DESGLOSE ESTRATÉGICO Y FINANCIERO: ECOSISTEMA VOYAGER || 🏛️ CATEGORÍAS MAESTRAS (10 CARPETAS) || 📂 01. Software (Core Systems) || 📂 02. Apps Móviles (iOS & Android) || 📂 03. Estrategia Global (Meta-Gestión) || 📂 04. Música & Composición || 📂 05. Videojuegos || 📂 06. Juegos de Mesa || 🏛️ ANÁLISIS ESTRATÉGICO MASTER GLOBAL: ECOSISTEMA VOYAGER || Actualizacion rectificada - Mayo 2026 || 1. METODOLOGÍA DE EVALUACIÓN || Score de Desarrollo /25 || Score de Rentabilidad /25 || Clasificación de Decisión || 2. INVENTARIO MAESTRO ORGANIZADO || 📂 01_Software || 📚 ANÁLISIS ESTRATÉGICO: CATEGORÍA 10 — EBOOKS || A. INVENTARIO Y RESUMEN POR PRODUCTO || 01 | Closet a la Pantalla (Concepto) || G. RESUMEN EJECUTIVO FINAL (EBOOKS)"
"Voyager","TABULADOR_DESARROLLO.md","1","4952","1","1","0","1","1","0","2026-03-28 02:37","01_software\TABULADOR_DESARROLLO.md","Tabulador de Desarrollo Real (01_software) || 📊 Resumen Ejecutivo || 🏆 TIER 1: Desarrollos Activos (> 1,000 archivos de código) || 🛠️ TIER 2: Prototipos / R&D (1 - 999 archivos de código) || 👻 TIER 3: Esqueletos Temporales (0 archivos de código) || 🎯 Conclusión y Recomendación"
